pc_official,android_official,intermediary,named,confidence,source,reason,scope
com/corrodinggames/rts/game/units/a/l,com/corrodinggames/rts/game/units/a/l,rw/unit/action/QueueBuildUnitAction,rustedwarfare/unit/action/QueueBuildUnitAction,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/a/m,com/corrodinggames/rts/game/units/a/m,rw/unit/action/ReclaimTargetAction,rustedwarfare/unit/action/ReclaimTargetAction,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/a/n,com/corrodinggames/rts/game/units/a/n,rw/unit/action/RepairTargetAction,rustedwarfare/unit/action/RepairTargetAction,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/a/o,com/corrodinggames/rts/game/units/a/o,rw/unit/action/SetRallyAction,rustedwarfare/unit/action/SetRallyAction,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/a/p,com/corrodinggames/rts/game/units/a/p,rw/unit/action/internal/Obf_a_p,rustedwarfare/unit/action/internal/Obf_a_p,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/a/q,com/corrodinggames/rts/game/units/a/q,rw/unit/action/TeamChatAction,rustedwarfare/unit/action/TeamChatAction,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/a/r,com/corrodinggames/rts/game/units/a/r,rw/unit/action/MapPingShortcutAction,rustedwarfare/unit/action/MapPingShortcutAction,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/a/s,com/corrodinggames/rts/game/units/a/s,rustedwarfare/unit/action/UnitAction,rustedwarfare/unit/action/UnitAction,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/a/t,com/corrodinggames/rts/game/units/a/t,rustedwarfare/unit/action/ActionDisplayType,rustedwarfare/unit/action/ActionDisplayType,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/a/u,com/corrodinggames/rts/game/units/a/u,rustedwarfare/unit/action/ActionCommandType,rustedwarfare/unit/action/ActionCommandType,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/a/v,com/corrodinggames/rts/game/units/a/v,rw/unit/action/PlaceBuildingAction,rustedwarfare/unit/action/PlaceBuildingAction,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/a/w,com/corrodinggames/rts/game/units/a/w,rustedwarfare/unit/action/QueueableUnitAction,rustedwarfare/unit/action/QueueableUnitAction,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/a/x,com/corrodinggames/rts/game/units/a/x,rw/unit/action/internal/Obf_a_x,rustedwarfare/unit/action/internal/Obf_a_x,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/a/y,com/corrodinggames/rts/game/units/a/y,rw/unit/action/SelectedUnitInfoAction,rustedwarfare/unit/action/SelectedUnitInfoAction,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/a/z,com/corrodinggames/rts/game/units/a/z,rw/unit/action/GroupedUnitInfoAction,rustedwarfare/unit/action/GroupedUnitInfoAction,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/aa,com/corrodinggames/rts/game/units/bs,rw/v100rc1/unit/WeaponSummary,rustedwarfare/unit/WeaponSummary,high,anchor_bounded_sequence,monotonic package sequence; bounded=true; anchors=76,common_core
com/corrodinggames/rts/game/units/ab,com/corrodinggames/rts/game/units/bt,rw/unit/UnitDeathEffectType,rustedwarfare/unit/UnitDeathEffectType,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/ac,com/corrodinggames/rts/game/units/bu,rw/unit/search/NearestUnitSearchCallback,rustedwarfare/unit/search/NearestUnitSearchCallback,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/ad,com/corrodinggames/rts/game/units/bv,rw/unit/path/WaypointUpdateState,rustedwarfare/unit/path/WaypointUpdateState,medium,anchor_bounded_sequence,monotonic package sequence; bounded=true; anchors=76,common_core
com/corrodinggames/rts/game/units/ae,com/corrodinggames/rts/game/units/bw,rw/unit/search/PassiveTargetSearchCallback,rustedwarfare/unit/search/PassiveTargetSearchCallback,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/af,com/corrodinggames/rts/game/units/bx,rw/unit/path/UnitPathPoint,rustedwarfare/unit/path/UnitPathPoint,medium,structural_match,iterative_hungarian: iteration 2; relation signals 2,common_core
com/corrodinggames/rts/game/units/ag,com/corrodinggames/rts/game/units/by,rw/unit/UnitOrderSoundType,rustedwarfare/unit/UnitOrderSoundType,high,manual_residual_closure,mapped caller reference flow 13; enum cardinality 4,common_cross_build_residual
com/corrodinggames/rts/game/units/ah,com/corrodinggames/rts/game/units/bz,rw/unit/search/TurretPassiveTargetSearchCallback,rustedwarfare/unit/search/TurretPassiveTargetSearchCallback,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/ai,com/corrodinggames/rts/game/units/ca,rw/unit/effect/SpreadingFireUnit,rustedwarfare/unit/effect/SpreadingFireUnit,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/aj,com/corrodinggames/rts/game/units/cb,rw/unit/search/SpreadingFireAtPointSearchCallback,rustedwarfare/unit/search/SpreadingFireAtPointSearchCallback,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/ak,com/corrodinggames/rts/game/units/cc,rw/v100/unit/TransportUnitInterface,rustedwarfare/unit/TransportUnitInterface,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/al,com/corrodinggames/rts/game/units/cd,rw/unit/environment/TreeUnit,rustedwarfare/unit/environment/TreeUnit,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/am,com/corrodinggames/rts/game/units/ce,rw/unit/Unit,rustedwarfare/unit/Unit,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/an,com/corrodinggames/rts/game/units/cf,rw/unit/visibility/PerTeamUnitVisibilityState,rustedwarfare/unit/visibility/PerTeamUnitVisibilityState,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/ao,com/corrodinggames/rts/game/units/cg,rw/unit/MovementType,rustedwarfare/unit/MovementType,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/ap,com/corrodinggames/rts/game/units/ch,rw/unit/combat/TurretRuntimeState,rustedwarfare/unit/combat/TurretRuntimeState,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/aq,com/corrodinggames/rts/game/units/ci,rw/unit/path/MovementPathingUtils,rustedwarfare/unit/path/MovementPathingUtils,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/ar,com/corrodinggames/rts/game/units/cj,rw/unit/BuiltinUnitType,rustedwarfare/unit/BuiltinUnitType,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/ar$1,com/corrodinggames/rts/game/units/ck,rw/unit/BuiltinUnitType$Extractor,rustedwarfare/unit/BuiltinUnitType$Extractor,high,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/ar$10,com/corrodinggames/rts/game/units/ct,rw/unit/BuiltinUnitType$LaserTank,rustedwarfare/unit/BuiltinUnitType$LaserTank,high,anchor_bounded_sequence,monotonic package sequence; bounded=true; anchors=76,common_core
com/corrodinggames/rts/game/units/ar$11,com/corrodinggames/rts/game/units/cu,rw/unit/BuiltinUnitType$Hovercraft,rustedwarfare/unit/BuiltinUnitType$Hovercraft,high,anchor_bounded_sequence,monotonic package sequence; bounded=true; anchors=76,common_core
com/corrodinggames/rts/game/units/ar$12,com/corrodinggames/rts/game/units/cv,rw/unit/BuiltinUnitType$LandFactory,rustedwarfare/unit/BuiltinUnitType$LandFactory,high,structural_match,iterative_hungarian: iteration 2; relation signals 2,common_core
com/corrodinggames/rts/game/units/ar$13,com/corrodinggames/rts/game/units/cw,rw/unit/BuiltinUnitType$Ladybug,rustedwarfare/unit/BuiltinUnitType$Ladybug,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/ar$14,com/corrodinggames/rts/game/units/cx,rw/unit/BuiltinUnitType$BattleShip,rustedwarfare/unit/BuiltinUnitType$BattleShip,medium,structural_match,iterative_hungarian: iteration 2; relation signals 2,common_core
com/corrodinggames/rts/game/units/ar$15,com/corrodinggames/rts/game/units/cy,rw/unit/BuiltinUnitType$TankDestroyer,rustedwarfare/unit/BuiltinUnitType$TankDestroyer,high,anchor_bounded_sequence,monotonic package sequence; bounded=true; anchors=76,common_core
com/corrodinggames/rts/game/units/ar$16,com/corrodinggames/rts/game/units/cz,rw/unit/BuiltinUnitType$HeavyTank,rustedwarfare/unit/BuiltinUnitType$HeavyTank,high,structural_match,iterative_hungarian: iteration 2; relation signals 2,common_core
com/corrodinggames/rts/game/units/ar$17,com/corrodinggames/rts/game/units/da,rw/unit/BuiltinUnitType$HeavyHoverTank,rustedwarfare/unit/BuiltinUnitType$HeavyHoverTank,high,structural_match,iterative_hungarian: iteration 2; relation signals 2,common_core
com/corrodinggames/rts/game/units/ar$18,com/corrodinggames/rts/game/units/db,rw/unit/BuiltinUnitType$LaserDefence,rustedwarfare/unit/BuiltinUnitType$LaserDefence,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/ar$19,com/corrodinggames/rts/game/units/dc,rw/unit/BuiltinUnitType$Dropship,rustedwarfare/unit/BuiltinUnitType$Dropship,high,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/ar$2,com/corrodinggames/rts/game/units/cl,rw/unit/BuiltinUnitType$HoverTank,rustedwarfare/unit/BuiltinUnitType$HoverTank,high,anchor_bounded_sequence,monotonic package sequence; bounded=true; anchors=76,common_core
com/corrodinggames/rts/game/units/ar$20,com/corrodinggames/rts/game/units/dd,rw/unit/BuiltinUnitType$Tree,rustedwarfare/unit/BuiltinUnitType$Tree,medium,structural_match,iterative_hungarian: iteration 2; relation signals 2,common_core
com/corrodinggames/rts/game/units/ar$21,com/corrodinggames/rts/game/units/de,rw/unit/BuiltinUnitType$RepairBay,rustedwarfare/unit/BuiltinUnitType$RepairBay,high,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/ar$22,com/corrodinggames/rts/game/units/df,rw/unit/BuiltinUnitType$NukeLauncher,rustedwarfare/unit/BuiltinUnitType$NukeLauncher,high,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/ar$23,com/corrodinggames/rts/game/units/dg,rw/unit/BuiltinUnitType$AirFactory,rustedwarfare/unit/BuiltinUnitType$AirFactory,high,structural_match,iterative_hungarian: iteration 2; relation signals 2,common_core
com/corrodinggames/rts/game/units/ar$24,com/corrodinggames/rts/game/units/dh,rw/unit/BuiltinUnitType$AntiNukeLauncher,rustedwarfare/unit/BuiltinUnitType$AntiNukeLauncher,high,structural_match,iterative_hungarian: iteration 2; relation signals 2,common_core
com/corrodinggames/rts/game/units/ar$25,com/corrodinggames/rts/game/units/di,rw/unit/BuiltinUnitType$MammothTank,rustedwarfare/unit/BuiltinUnitType$MammothTank,high,anchor_bounded_sequence,monotonic package sequence; bounded=true; anchors=76,common_core
com/corrodinggames/rts/game/units/ar$26,com/corrodinggames/rts/game/units/dj,rw/unit/BuiltinUnitType$ExperimentalTank,rustedwarfare/unit/BuiltinUnitType$ExperimentalTank,high,structural_match,iterative_hungarian: iteration 2; relation signals 2,common_core
com/corrodinggames/rts/game/units/ar$27,com/corrodinggames/rts/game/units/dk,rw/unit/BuiltinUnitType$ExperimentalLandFactory,rustedwarfare/unit/BuiltinUnitType$ExperimentalLandFactory,high,structural_match,iterative_hungarian: iteration 2; relation signals 2,common_core
com/corrodinggames/rts/game/units/ar$28,com/corrodinggames/rts/game/units/dl,rw/unit/BuiltinUnitType$CrystalResource,rustedwarfare/unit/BuiltinUnitType$CrystalResource,high,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/ar$29,com/corrodinggames/rts/game/units/dm,rw/unit/BuiltinUnitType$WallVertical,rustedwarfare/unit/BuiltinUnitType$WallVertical,high,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/ar$3,com/corrodinggames/rts/game/units/cm,rw/unit/BuiltinUnitType$Artillery,rustedwarfare/unit/BuiltinUnitType$Artillery,high,anchor_bounded_sequence,monotonic package sequence; bounded=true; anchors=76,common_core
com/corrodinggames/rts/game/units/ar$30,com/corrodinggames/rts/game/units/dn,rw/unit/BuiltinUnitType$Fabricator,rustedwarfare/unit/BuiltinUnitType$Fabricator,high,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/ar$31,com/corrodinggames/rts/game/units/do,rw/unit/BuiltinUnitType$AttackSubmarine,rustedwarfare/unit/BuiltinUnitType$AttackSubmarine,medium,structural_match,iterative_hungarian: iteration 2; relation signals 2,common_core
com/corrodinggames/rts/game/units/ar$32,com/corrodinggames/rts/game/units/dp,rw/unit/BuiltinUnitType$BuilderShip,rustedwarfare/unit/BuiltinUnitType$BuilderShip,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/ar$33,com/corrodinggames/rts/game/units/dq,rw/unit/BuiltinUnitType$AmphibiousJet,rustedwarfare/unit/BuiltinUnitType$AmphibiousJet,high,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/ar$34,com/corrodinggames/rts/game/units/dr,rw/unit/BuiltinUnitType$SeaFactory,rustedwarfare/unit/BuiltinUnitType$SeaFactory,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/ar$35,com/corrodinggames/rts/game/units/ds,rw/unit/BuiltinUnitType$SupplyDepot,rustedwarfare/unit/BuiltinUnitType$SupplyDepot,high,structural_match,iterative_hungarian: iteration 2; relation signals 2,common_core
com/corrodinggames/rts/game/units/ar$36,com/corrodinggames/rts/game/units/dt,rw/unit/BuiltinUnitType$ExperimentalHoverTank,rustedwarfare/unit/BuiltinUnitType$ExperimentalHoverTank,high,structural_match,iterative_hungarian: iteration 2; relation signals 2,common_core
com/corrodinggames/rts/game/units/ar$37,com/corrodinggames/rts/game/units/du,rw/unit/BuiltinUnitType$ArtilleryTurret,rustedwarfare/unit/BuiltinUnitType$ArtilleryTurret,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/ar$38,com/corrodinggames/rts/game/units/dv,rw/unit/BuiltinUnitType$FlamethrowerTurret,rustedwarfare/unit/BuiltinUnitType$FlamethrowerTurret,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/ar$39,com/corrodinggames/rts/game/units/dw,rw/unit/BuiltinUnitType$FogRevealer,rustedwarfare/unit/BuiltinUnitType$FogRevealer,medium,structural_match,iterative_hungarian: iteration 2; relation signals 2,common_core
com/corrodinggames/rts/game/units/ar$4,com/corrodinggames/rts/game/units/cn,rw/unit/BuiltinUnitType$Helicopter,rustedwarfare/unit/BuiltinUnitType$Helicopter,medium,structural_match,iterative_hungarian: iteration 2; relation signals 2,common_core
